transaction_id,property_location,block,lot,land_price,improv_price,assesed_value,year_built,year_sold,month_sold,ln_price,sales_price,dune,OF,NOF,BF,dune_OF,dune_NOF,dune_BF,ProtectDQ,duneOF_ProtectDQ,duneNOF_ProtectDQ,duneBF_PROTECTDQ,Dist_Public Access,PA_sq,duneOF_PA,duneNOF_PA,duneBF_PA,bedrooms,bed_sq,bathrooms,bath_sq,sq_footage,sq_foot_sq,acres,acres_sq,lot_size_sqft,Lot_sq,age,age_sq,condo,stories,colonial,ranch,cape,bi_level,contemporary,cottage,other_ht,garage,num_structures,units,heat_gas,heat_oil,heat_elec,fixbath4,fixbath3,fixbath2,fixbath1,HotTub,fireplace,basmt_area,attic_area,ac_area,Dist_Ocean,Dist_Bay,Dist_dune,Dist_duneEdge,Dist_route72,Q1_2000,Q2_2000,Q3_2000,Q4_2000,Q1_2001,Q2_2001,Q3_2001,Q4_2001,Q1_2002,Q2_2002,Q3_2002,Q4_2002,Q1_2003,Q2_2003,Q3_2003,Q4_2003,Q1_2004,Q2_2004,Q3_2004,Q4_2004,Q1_2005,Q2_2005,Q3_2005,Q4_2005,Q1_2006,Q2_2006,Q3_2006,Q4_2006,Q1_2007,Q2_2007,Q3_2007,Q4_2007,Q1_2008,Q2_2008,Q3_2008,Q4_2008,Q1_2009,Q2_2009,Q3_2009,Q4_2009,Q1_2010,Q2_2010,Q3_2010,Q4_2010,Q1_2011,Q2_2011,Q3_2011,Q4_2011,Q1_2012,Q2_2012,Q3_2012,Q4_2012,Y_2000,Y_2001,Y_2002,Y_2003,Y_2004,Y_2005,Y_2006,Y_2007,Y_2008,Y_2009,Y_2010,Y_2011,Y_2012,Q1,Q2,Q3,Q4,Viewscape
SC1163,1714 OCEAN TERR,49,6,729000,569600,1298600,2010,2012,9,14.45472940000,1895000,1,0,1,0,0,1,0,540.00,0.00,540.00,0.00,45.28,2050.06,0.00,2050.06,0.00,4,16,5.00000000000,25.00000000000,2392,5721664,0.0900,0.0081,3920.4,15369536.2,2,4,0,3.00000000000,0,0,0,0,1,0,0,1,1,1,1,0,0,0,4,1,1,0,1,1400,0,2392,289.00802138800,1520.63734431000,114.88326975700,1885.70655228000,6802.90430380000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
SC1164,213 N CENTRAL AVE,65,3,350000,95800,445800,1966,2012,9,12.94323671000,418000,1,0,1,0,0,1,0,540.00,0.00,540.00,0.00,864.64,747600.64,0.00,747600.64,0.00,3,9,1.50000000000,2.30000000000,944,891136,0.1100,0.0121,4791.6,22959430.6,46,2116,0,1.00000000000,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,944,1190.14057632000,1451.85692739000,980.20680981800,1441.66156083000,2771.79131265000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
SC1165,315 N 6TH ST,103,7,350000,299400,649400,2006,2012,9,13.35347510000,630000,1,0,1,0,0,1,0,540.00,0.00,540.00,0.00,2118.40,4487611.46,0.00,4487611.46,0.00,4,16,3.00000000000,9.00000000000,1200,1440000,0.1100,0.0121,4791.6,22959430.6,6,36,0,1.00000000000,0,1,0,0,0,0,0,1,1,1,1,0,0,0,2,1,1,0,0,1200,0,1200,2430.72489490000,433.62978661800,2229.90953629000,2442.47777656000,3784.31620613000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
SC1168,304 N 14TH ST,110,3,398300,110200,508500,1934,2012,10,13.15192218000,515000,1,0,1,0,0,1,0,540.00,0.00,540.00,0.00,1970.81,3884100.42,0.00,3884100.42,0.00,3,9,2.00000000000,4.00000000000,1421,2019241,0.1300,0.0169,5662.8,32067303.8,78,6084,0,1.00000000000,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,2,0,1,0,690,1421,2258.67229370000,134.94162587700,2074.90824160000,2910.41439072000,5745.06016677000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
SC118,273 N 13TH ST,76,9,350000,139300,489300,1950,2000,10,12.54254488000,280000,0,0,1,0,0,0,0,16.62,0.00,0.00,0.00,1573.27,2475178.15,0.00,0.00,0.00,4,16,2.50000000000,6.30000000000,1496,2238016,0.1100,0.0121,4791.6,22959430.6,50,2500,0,2.00000000000,1,0,0,0,0,0,0,1,1,1,1,0,0,0,2,0,1,0,0,0,0,1496,1859.46163487000,556.65295065200,1676.88063484000,3011.38385983000,5645.81308005000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SC120,1911 SUNSET AVE,85,3,353300,382900,736200,2000,2000,10,13.26905776000,579000,0,0,1,0,0,0,0,84.88,0.00,0.00,0.00,1380.48,1905728.33,0.00,0.00,0.00,3,9,3.00000000000,9.00000000000,1872,3504384,0.0600,0.0036,2613.6,6830905.0,0,0,0,2.00000000000,0,0,0,0,1,0,0,0,1,1,1,0,0,0,2,1,1,0,0,816,0,1872,1641.89689561000,41.86306711620,1434.05860338000,1374.43031785000,7345.20901949000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SC126,237 N 17TH ST,86,15,395500,111900,507400,1960,2000,11,12.66665705000,317000,0,0,1,0,0,0,0,69.18,0.00,0.00,0.00,1186.36,1407455.39,0.00,0.00,0.00,4,16,2.50000000000,6.30000000000,1152,1327104,0.1300,0.0169,5662.8,32067303.8,40,1600,0,1.50000000000,0,0,1,0,0,0,0,0,1,1,1,0,0,0,2,0,1,0,0,0,0,1152,1472.69930863000,424.77553034100,1296.59840253000,1974.50201114000,6686.08850586000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SC128,226 N 4TH ST,66,12,350000,140800,490800,1973,2000,11,12.79385931000,360000,0,0,1,0,0,0,0,77.81,0.00,0.00,0.00,1134.46,1287005.12,0.00,0.00,0.00,5,25,2.50000000000,6.30000000000,1424,2027776,0.1100,0.0121,4791.6,22959430.6,27,729,0,1.50000000000,0,0,1,0,0,0,0,1,1,1,0,0,1,0,2,0,1,0,0,0,0,1424,1429.38183763000,1392.75965294000,1230.95951617000,1694.90393892000,3026.99215372000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SC129,363 N 3RD ST,100,25,376000,132200,508200,1965,2000,11,12.57763620000,290000,0,0,1,0,0,0,0,78.20,0.00,0.00,0.00,2571.08,6610453.31,0.00,0.00,0.00,4,16,2.50000000000,6.30000000000,1224,1498176,0.1100,0.0121,4791.6,22959430.6,35,1225,0,1.50000000000,0,0,1,0,0,0,0,0,1,2,0,0,1,0,2,0,1,0,1,0,0,1224,2892.85185953000,388.64408333400,2687.65476689000,1580.68635717000,2929.45640493000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SC13,246 N 12TH ST,74,20,350000,194900,544900,1985,2000,2,12.69158046000,325000,0,0,1,0,0,0,0,15.41,0.00,0.00,0.00,1372.47,1883683.00,0.00,0.00,0.00,3,9,2.50000000000,6.30000000000,1464,2143296,0.1100,0.0121,4791.6,22959430.6,15,225,0,2.00000000000,0,0,0,0,1,0,0,0,1,1,0,0,1,0,2,0,1,0,0,888,0,1464,1624.31874421000,911.81905196000,1451.46005592000,3474.98598452000,5186.34158754000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
SC131,346 N 8TH ST,104,20,378000,95800,473800,1963,2000,8,12.38839420000,240000,0,0,1,0,0,0,0,70.25,0.00,0.00,0.00,2421.63,5864305.52,0.00,0.00,0.00,2,4,2.00000000000,4.00000000000,898,806404,0.1100,0.0121,4791.6,22959430.6,37,1369,0,1.00000000000,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,898,2731.54620514000,99.88042520950,2539.57186732999,2801.50660309000,4146.80157852000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SC132,212 N 17TH ST,82,8,315000,180100,495100,1960,2000,12,12.61153775000,300000,0,0,1,0,0,0,0,45.06,0.00,0.00,0.00,985.44,971098.98,0.00,0.00,0.00,4,16,1.50000000000,2.30000000000,1200,1440000,0.0900,0.0081,3920.4,15369536.2,40,1600,0,2.00000000000,1,0,0,0,0,0,0,1,2,1,1,0,0,0,1,0,1,0,0,0,0,1200,1279.15541843000,683.89226871200,1108.28672592000,2135.25248558000,6528.28365858000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SC133,326 N 8TH ST,104,12,350000,128700,478700,1970,2000,12,12.44901882000,255000,0,0,1,0,0,0,0,70.25,0.00,0.00,0.00,2222.54,4939706.17,0.00,0.00,0.00,3,9,2.00000000000,4.00000000000,1224,1498176,0.1100,0.0121,4791.6,22959430.6,30,900,0,2.00000000000,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1224,2532.28779555000,301.88415315700,2340.20168118000,2802.90569254000,4145.47593908000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SC134,1808 SUNSET AVE,87,20,355900,133800,489700,1988,2000,12,12.89295021000,397500,0,0,1,0,0,0,0,84.55,0.00,0.00,0.00,1260.26,1588251.64,0.00,0.00,0.00,3,9,2.50000000000,6.30000000000,1417,2007889,0.0800,0.0064,3484.8,12143831.0,12,144,0,2.00000000000,0,0,0,0,1,0,0,0,1,1,0,0,1,0,2,1,0,0,0,0,0,1417,1523.54113753000,324.47226075600,1347.01253862000,1673.20877346000,7034.54053383000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SC138,214 N 15TH ST,80,8,315000,131900,446900,1945,2001,1,12.23076526000,205000,0,0,1,0,0,0,0,22.01,0.00,0.00,0.00,985.16,970547.59,0.00,0.00,0.00,4,16,2.50000000000,6.30000000000,1528,2334784,0.0900,0.0081,3920.4,15369536.2,56,3136,0,2.00000000000,0,0,0,0,0,0,0,0,1,2,1,0,0,0,2,0,1,0,0,0,0,1528,1271.36997053000,968.09107160400,1093.73145428000,2656.80019249000,6006.64297278000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
SC139,257 S 1ST ST,62,23,350000,89600,439600,1960,2001,2,12.46843691000,260000,0,0,1,0,0,0,0,104.25,0.00,0.00,0.00,1349.32,1820662.69,0.00,0.00,0.00,3,9,1.50000000000,2.30000000000,862,743044,0.1100,0.0121,4791.6,22959430.6,41,1681,0,1.00000000000,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,616,862,1719.70882406000,794.40690652600,1509.92888733000,532.47978900500,1867.58756260000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
SC145,112 N 15TH ST,36,10,315000,140000,455000,1960,2001,3,12.48748510000,265000,0,0,1,0,0,0,0,22.01,0.00,0.00,0.00,612.42,375059.30,0.00,0.00,0.00,5,25,2.50000000000,6.30000000000,1440,2073600,0.0900,0.0081,3920.4,15369536.2,41,1681,0,1.50000000000,0,0,1,0,0,0,0,0,1,1,1,0,0,0,2,0,1,0,1,0,0,1440,897.23764058900,1256.63088954000,722.30895909300,2659.57907882000,6004.71785141000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
SC149,125 N 11TH ST,28,1,350000,108600,458600,1939,2001,3,12.46071486000,258000,0,0,1,0,0,0,0,28.71,0.00,0.00,0.00,746.30,556970.56,0.00,0.00,0.00,3,9,2.00000000000,4.00000000000,1152,1327104,0.1100,0.0121,4791.6,22959430.6,62,3844,0,1.50000000000,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1152,1006.25351742000,1496.24997769000,830.79219024500,3626.58266332000,5084.41890557000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
SC150,269 N 10TH ST,73,27,350000,175100,525100,1985,2001,4,12.74548573000,343000,0,0,1,0,0,0,0,42.58,0.00,0.00,0.00,1573.94,2477279.15,0.00,0.00,0.00,3,9,2.50000000000,6.30000000000,1152,1327104,0.1100,0.0121,4791.6,22959430.6,16,256,0,1.00000000000,0,1,0,0,0,0,0,0,1,1,1,0,0,0,2,0,1,0,0,144,0,1152,1816.64282468000,920.78979101800,1637.97022874000,3488.33503315000,4824.87685422000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SC151,116 N 4TH ST,14,0,353500,171300,524800,1987,2001,3,12.61153775000,300000,0,0,1,0,0,0,0,77.81,0.00,0.00,0.00,677.54,459065.51,0.00,0.00,0.00,3,9,2.50000000000,6.30000000000,1260,1587600,0.0000,0.0000,0.0,0.0,14,196,0,1.00000000000,0,1,0,0,0,0,0,0,1,1,1,0,0,0,2,0,1,0,0,364,0,1260,972.13394402100,1794.94727213000,773.69196259800,1696.85650053000,3024.58316834000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
SC152,243 N 9TH ST,72,17,350000,131500,481500,1974,2001,4,12.76854150000,351000,0,0,1,0,0,0,0,55.53,0.00,0.00,0.00,1301.18,1693073.80,0.00,0.00,0.00,6,36,2.50000000000,6.30000000000,1760,3097600,0.1100,0.0121,4791.6,22959430.6,27,729,0,2.00000000000,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,1,0,0,0,0,1760,1568.65153753000,1233.09793364000,1381.91479631000,3232.33965022000,4566.19816895000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SC155,212 N 21ST ST,89,6,375500,295700,671200,2001,2001,4,12.97618087000,432000,0,0,1,0,0,0,0,79.97,0.00,0.00,0.00,962.36,926133.09,0.00,0.00,0.00,4,16,3.50000000000,12.30000000000,1680,2822400,0.1100,0.0121,4791.6,22959430.6,0,0,0,2.00000000000,0,0,0,0,1,0,0,1,1,1,1,0,0,0,3,0,1,0,0,1104,0,1680,1216.14493826000,355.47554677000,1030.73572923000,1055.26427828000,7606.87151262000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SC156,338 N 8TH ST,104,16,377000,115100,492100,1965,2001,4,12.44901882000,255000,0,0,1,0,0,0,0,70.25,0.00,0.00,0.00,2321.59,5389769.31,0.00,0.00,0.00,3,9,2.50000000000,6.30000000000,1056,1115136,0.1100,0.0121,4791.6,22959430.6,36,1296,0,1.50000000000,0,0,1,0,0,0,0,0,1,1,1,0,0,0,2,0,1,0,1,0,0,1056,2631.42127961000,199.19085151300,2439.39084187000,2802.19540096000,4146.08263992000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SC157,2300 N CENTRAL AVE,55,1,350000,185200,535200,1950,2001,4,12.56897814000,287500,0,0,1,0,0,0,0,44.75,0.00,0.00,0.00,699.30,489017.70,0.00,0.00,0.00,6,36,3.50000000000,12.30000000000,1992,3968064,0.1100,0.0121,4791.6,22959430.6,51,2601,0,2.00000000000,1,0,0,0,0,0,0,1,1,1,0,0,1,0,2,1,2,0,1,0,0,1992,898.10477108200,477.99206300400,744.64984687100,422.73613294300,8287.44701145000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SC159,209 S BARNEGAT AVE,94,3,350000,229100,579100,1992,2001,4,12.83468130000,375000,0,0,1,0,0,0,0,103.23,0.00,0.00,0.00,1934.56,3742511.78,0.00,0.00,0.00,3,9,2.50000000000,6.30000000000,1056,1115136,0.1100,0.0121,4791.6,22959430.6,9,81,0,1.00000000000,0,1,0,0,0,0,0,1,1,1,1,0,0,0,2,0,1,0,0,1056,0,1056,2278.55241025000,325.88913699900,2053.26202061000,100.27255754900,1441.30521756000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SC160,300 N 13TH ST,109,4,377000,166900,543900,1960,2001,4,12.88664104000,395000,0,0,1,0,0,0,0,16.62,0.00,0.00,0.00,1992.66,3970701.49,0.00,0.00,0.00,4,16,3.00000000000,9.00000000000,1872,3504384,0.1100,0.0121,4791.6,22959430.6,41,1681,0,2.00000000000,1,0,0,0,0,0,0,1,1,2,1,0,0,0,2,0,2,0,0,0,0,1872,2269.17761601000,145.44651291000,2083.30787813000,3169.88949383000,5534.56781009000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SC162,294 N 2ND ST,64,40,350000,120900,470900,1965,2001,5,12.66823310000,317500,0,0,1,0,0,0,0,77.75,0.00,0.00,0.00,1751.64,3068226.94,0.00,0.00,0.00,4,16,2.50000000000,6.30000000000,1152,1327104,0.1100,0.0121,4791.6,22959430.6,36,1296,0,1.50000000000,0,0,1,0,0,0,0,1,1,1,0,0,1,0,2,0,1,0,0,0,0,1152,2089.19821432000,542.39390103300,1875.36569923000,1216.82590340000,2556.42503128000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SC163,112 N 16TH ST,37,8,362300,111900,474200,1932,2001,5,12.38002595000,238000,0,0,1,0,0,0,0,31.46,0.00,0.00,0.00,614.47,377573.87,0.00,0.00,0.00,4,16,2.50000000000,6.30000000000,1056,1115136,0.0900,0.0081,3920.4,15369536.2,69,4761,0,2.00000000000,1,0,0,0,0,0,0,1,1,2,0,0,1,0,2,0,1,0,0,0,0,1056,905.84695069400,1128.10637005000,724.24162532600,2398.81047453000,6266.01891807000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SC168,253 S 1ST ST,62,21,350000,102500,452500,1960,2001,5,12.58107855000,291000,0,0,1,0,0,0,0,104.25,0.00,0.00,0.00,1300.01,1690017.56,0.00,0.00,0.00,3,9,2.00000000000,4.00000000000,1125,1265625,0.1100,0.0121,4791.6,22959430.6,41,1681,0,1.50000000000,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1125,1670.47823503000,842.35219444500,1460.73689617000,532.63903364700,1867.20762851000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SC169,328 N 10TH ST,106,12,375500,156900,532400,1983,2001,5,12.75129970000,345000,0,0,1,0,0,0,0,55.53,0.00,0.00,0.00,2260.16,5108344.44,0.00,0.00,0.00,3,9,2.50000000000,6.30000000000,1104,1218816,0.1100,0.0121,4791.6,22959430.6,18,324,0,1.00000000000,0,1,0,0,0,0,0,1,1,1,1,0,0,0,2,0,1,0,0,1104,0,1104,2522.67148746000,377.60745297200,2337.40105828000,3322.93254854000,4665.57138317000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SC170,310 S 1ST ST,95,6,336600,124800,461400,1981,2001,5,12.73670090000,340000,0,0,1,0,0,0,0,107.87,0.00,0.00,0.00,2000.85,4003399.06,0.00,0.00,0.00,2,4,2.50000000000,6.30000000000,924,853776,0.0900,0.0081,3920.4,15369536.2,20,400,0,1.00000000000,0,1,0,0,0,0,0,1,1,1,1,0,0,0,2,0,1,0,0,924,0,924,2366.97043805000,157.07305036300,2155.42976569000,365.01036221200,1706.31504122000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SC171,282 N 7TH ST,69,34,367500,126000,493500,1952,2001,5,12.69158046000,325000,0,0,1,0,0,0,0,69.43,0.00,0.00,0.00,1644.72,2705098.08,0.00,0.00,0.00,3,9,2.00000000000,4.00000000000,1176,1382976,0.1300,0.0169,5662.8,32067303.8,49,2401,0,1.00000000000,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,2,0,0,0,0,1176,1960.79687062000,866.74991954100,1760.97926535000,2550.59981973000,3888.80487253000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SC173,108 N 3RD ST,13,10,295800,119900,415700,1940,2001,6,12.42921620000,250000,0,0,1,0,0,0,0,78.20,0.00,0.00,0.00,567.61,322178.14,0.00,0.00,0.00,3,9,1.50000000000,2.30000000000,924,853776,0.0600,0.0036,2613.6,6830905.0,61,3721,0,1.00000000000,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,924,889.31784555500,1790.09723174000,679.77168967100,1437.98351110000,2764.81950326000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SC176,2106 N CENTRAL AVE,48,2,350000,172600,522600,1981,2001,6,12.67607627000,320000,0,0,1,0,0,0,0,71.87,0.00,0.00,0.00,687.21,472253.64,0.00,0.00,0.00,3,9,2.50000000000,6.30000000000,1008,1016064,0.1100,0.0121,4791.6,22959430.6,20,400,0,1.00000000000,0,1,0,0,0,0,0,0,1,1,1,0,0,0,2,0,1,0,0,1008,0,1008,931.69759465700,580.67833929400,758.21698164900,897.43282244100,7817.46741603000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
